year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP_x,playerID,stint_x,GP_y,GS,minutes,points,PF,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,height,weight,birthDate,deathDate,award,coachID,stint_y,won_y,lost_y,post_wins,post_losses,winrate
9,ATL,ATL,EA,7,N,,,,Atlanta Dream,818,2114,476,637,202,598,297,650,947,482,796,282,499,115,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,34,strotan01w,0,21,0,160,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,166,1983-12-11,0000-00-00,,meadoma99w,0,4,30,0,0,11.76470588235294
9,ATL,ATL,EA,7,N,,,,Atlanta Dream,818,2114,476,637,202,598,297,650,947,482,796,282,499,115,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,34,terryka01w,2,20,8,275,92,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,183,1983-10-21,0000-00-00,,meadoma99w,0,4,30,0,0,11.76470588235294
9,ATL,ATL,EA,7,N,,,,Atlanta Dream,818,2114,476,637,202,598,297,650,947,482,796,282,499,115,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,34,youngta01w,0,33,15,745,240,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,166,1986-10-30,0000-00-00,,meadoma99w,0,4,30,0,0,11.76470588235294
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,castriz01w,0,34,33,915,488,75,0,2,2,51,32,1,2,3,9,0,0,4,5,16,8,17,12,8,4,0,72.0,140,1982-03-13,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,desouer01w,0,34,34,928,402,117,1,2,2,54,23,5,9,14,2,4,2,10,10,18,10,4,3,0,0,0,77.0,190,1982-03-03,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,holdsch01w,0,25,25,708,348,60,0,1,0,13,3,2,1,3,0,0,0,3,2,4,1,1,1,1,0,0,74.0,172,1977-08-09,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,lacyje01w,0,32,0,362,96,57,0,2,0,23,2,1,1,2,0,0,0,0,3,5,0,4,2,2,0,0,75.0,175,1983-03-21,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,lattaiv01w,0,24,0,350,146,32,0,2,2,75,27,2,2,4,5,1,0,3,5,20,8,9,8,9,3,0,66.0,143,1984-09-24,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,lehnish01w,0,34,20,707,102,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,147,1986-10-27,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,lyttlsa01w,0,34,31,931,443,105,2,2,2,51,17,3,7,10,4,4,0,4,8,17,7,7,3,1,0,0,76.0,175,1983-09-20,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,mccouan01w,0,34,10,735,435,92,2,2,2,58,38,1,10,11,6,2,0,12,7,31,15,6,4,7,4,0,73.0,160,1986-09-10,0000-00-00,Rookie of the Year,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,milleco01w,0,34,5,407,131,37,0,2,0,13,7,0,0,0,2,0,0,1,0,5,3,0,0,1,1,0,69.0,140,1978-09-06,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,pricear01w,2,11,0,98,16,12,0,2,0,31,10,3,3,6,4,4,0,2,2,9,3,7,4,0,0,0,69.0,133,1985-04-03,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,snowmi01w,0,34,2,503,185,73,0,2,0,33,9,3,5,8,1,0,2,2,3,10,3,5,3,0,0,0,77.0,158,1980-03-20,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,teaslni01w,1,10,10,234,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,169,1979-03-22,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
10,ATL,ATL,EA,2,Y,L,,,Atlanta Dream,1089,2428,569,755,114,374,404,855,1259,547,741,329,567,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,34,youngta01w,1,11,0,73,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,166,1986-10-30,0000-00-00,,meadoma99w,0,18,16,0,2,52.94117647058824
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,bauerca01w,0,29,18,398,76,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,180,1972-06-27,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,brazian01w,0,22,3,203,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,169,1976-09-18,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,enissh01w,0,12,9,323,139,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,185,1974-12-03,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,erbsu01w,0,29,0,275,92,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,240,1977-07-25,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,hillec01w,0,26,0,213,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,173,1971-04-06,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,johnsni01w,0,6,0,78,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,146,1973-02-07,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,jonesla01w,0,9,0,54,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,180,1977-07-24,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,mapprh01w,0,30,30,856,357,112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,190,1969-10-13,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,reidtr01w,0,29,17,620,211,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,150,1976-11-01,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,smithch02w,0,30,7,659,156,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,145,1975-05-02,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,staleda01w,0,32,32,1099,282,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,134,1970-05-04,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,stinsan01w,0,32,32,1123,565,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,158,1967-11-25,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
1,CHA,CHA,EA,8,N,,,,Charlotte Sting,812,1903,431,577,131,386,305,630,935,551,713,222,483,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,32,traviti01w,0,32,12,574,173,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,145,1978-03-20,0000-00-00,,dunntr01wc,0,8,24,0,0,25.0
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,anderke01w,0,18,0,102,12,8,0,2,0,7,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,67.0,125,1974-05-17,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,bristre01w,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,139,1978-02-10,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,edwarto01w,2,22,0,372,100,49,0,8,0,119,22,6,10,16,12,5,0,11,8,21,9,2,2,4,2,0,70.0,160,1968-03-13,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,enissh01w,0,32,11,623,191,60,0,8,0,101,34,6,9,15,4,2,1,7,16,22,11,12,9,4,3,0,73.0,185,1974-12-03,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,erbsu01w,0,18,0,148,54,23,0,4,0,15,8,2,2,4,0,0,0,3,3,5,4,0,0,0,0,0,78.0,240,1977-07-25,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,feastal01w,0,32,32,1007,365,86,1,8,8,248,64,8,26,34,14,9,4,9,18,74,26,1,1,35,11,0,71.0,168,1976-02-11,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,machacl01w,0,30,8,580,163,95,2,8,0,132,38,7,12,19,2,3,3,6,11,32,17,6,4,0,0,0,77.0,180,1976-10-04,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,milleke01w,0,26,0,225,55,14,0,2,0,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,70.0,140,1978-09-06,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,smithch02w,0,30,24,678,171,73,1,8,8,224,47,13,19,32,14,6,8,7,24,54,16,11,10,20,5,0,70.0,145,1975-05-02,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,staleda01w,0,32,32,1152,298,54,0,8,8,301,94,3,15,18,35,9,2,34,19,77,32,21,17,26,13,0,66.0,134,1970-05-04,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,stinsan01w,0,32,32,1006,450,59,0,8,8,278,96,12,37,49,26,13,2,18,18,95,37,21,17,13,5,0,70.0,158,1967-11-25,0000-00-00,,donovan99w,0,18,14,4,4,56.25
2,CHA,CHA,EA,4,Y,W,W,L,Charlotte Sting,746,1780,410,528,153,428,309,639,948,467,605,217,464,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,32,suttota01w,0,29,21,602,196,84,1,8,8,167,60,10,16,26,4,1,11,8,25,46,25,14,10,0,0,0,76.0,199,1978-01-27,0000-00-00,,donovan99w,0,18,14,4,4,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,anderke01w,0,7,0,31,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,125,1974-05-17,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,edwarto01w,0,29,0,303,112,28,0,2,0,19,3,0,1,1,1,0,0,1,2,5,1,2,0,3,1,0,70.0,160,1968-03-13,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,enissh01w,0,4,0,59,19,4,0,1,0,3,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,0,73.0,185,1974-12-03,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,erbsu01w,0,31,3,342,88,70,2,2,0,17,7,0,1,1,0,0,1,0,3,5,3,1,1,0,0,0,78.0,240,1977-07-25,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,feastal01w,0,32,32,956,379,79,0,2,2,65,15,3,12,15,7,2,0,4,1,20,6,0,0,13,3,0,71.0,168,1976-02-11,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,lambesh01w,0,3,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,125,1980-07-21,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,milleke01w,0,32,0,554,211,39,0,2,0,13,5,0,2,2,0,0,0,1,3,4,2,0,0,1,1,0,70.0,140,1978-09-06,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,owenssh01w,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,175,1978-05-16,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,shakiel01w,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,190,1970-06-02,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,smithch02w,0,32,32,890,256,113,3,2,2,53,12,0,7,7,0,1,2,2,7,17,5,2,2,7,0,0,70.0,145,1975-05-02,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,staleda01w,0,32,32,1061,278,67,0,2,2,78,17,2,3,5,10,3,0,4,2,21,6,6,3,10,2,0,66.0,134,1970-05-04,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,stinsan01w,0,32,32,950,411,56,0,2,2,65,30,7,4,11,9,7,0,4,4,25,12,2,2,7,4,0,70.0,158,1967-11-25,0000-00-00,,donovan99w,0,18,14,0,2,56.25
3,CHA,CHA,EA,2,Y,L,,,Charlotte Sting,737,1708,465,627,207,516,270,594,864,478,647,228,366,90,2241,778,1807,444,598,133,372,295,620,915,489,600,208,424,103,2133,32,suttota01w,0,32,29,885,382,125,3,2,2,56,15,4,8,12,0,1,1,7,6,14,7,6,1,0,0,0,76.0,199,1978-01-27,0000-00-00,,donovan99w,0,18,14,0,2,56.25
