year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP_x,playerID,stint_x,GP_y,GS,minutes,points,PF,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,height,weight,birthDate,deathDate,award,coachID,stint_y,won_y,lost_y,post_wins,post_losses,winrate
1,HOU,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,997,494,554,284,432,104,2475,786,1938,370,508,124,418,290,612,902,473,648,233,480,85,2066,32,thompti01w,0,32,32,1087,540,88,0,6,6,233,76,17,31,48,10,5,5,10,19,62,25,18,17,23,9,0,74.0,178,1975-02-10,0000-00-00,All-Star Game Most Valuable Player,chancva99w,0,27,5,6,0,84.375
1,HOU,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,997,494,554,284,432,104,2475,786,1938,370,508,124,418,290,612,902,473,648,233,480,85,2066,32,valdeam01w,0,22,0,171,57,21,0,3,0,16,9,1,3,4,0,1,0,0,0,5,2,4,4,3,1,0,73.0,160,1976-08-18,0000-00-00,,chancva99w,0,27,5,6,0,84.375
1,HOU,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,997,494,554,284,432,104,2475,786,1938,370,508,124,418,290,612,902,473,648,233,480,85,2066,32,washico01w,0,25,0,236,43,19,0,6,0,92,14,4,7,11,6,5,1,8,4,9,3,6,5,7,3,0,66.0,138,1971-01-17,0000-00-00,,chancva99w,0,27,5,6,0,84.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,arcaija01w,0,32,32,1154,591,82,1,2,2,71,29,2,9,11,5,2,0,5,5,34,13,2,2,8,1,0,71.0,147,1969-04-11,0000-00-00,Most Improved Player,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,gibsoke01w,0,28,6,288,44,20,0,2,2,23,7,0,3,3,0,1,0,2,1,7,3,0,0,3,1,0,70.0,136,1976-11-10,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,hendene01w,0,23,0,179,26,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,144,1973-02-28,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,jacksta01w,0,32,4,442,104,53,0,1,0,15,4,2,1,3,0,1,1,1,4,3,0,6,4,1,0,0,75.0,179,1962-12-03,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,johnsti01w,0,32,28,672,148,67,0,2,2,71,18,4,13,17,3,0,3,4,5,17,7,7,4,0,0,0,76.0,240,1975-12-27,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,lassiam01w,0,32,18,613,138,66,0,2,0,54,19,1,8,9,0,0,3,2,4,16,7,2,2,9,3,0,73.0,160,1979-06-09,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,lewisty01w,0,29,4,419,97,26,0,2,0,6,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,70.0,152,1979-05-08,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,shakiel01w,0,26,2,203,38,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,190,1970-06-02,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,stafftr01w,0,30,4,365,113,42,0,2,0,16,4,2,1,3,1,2,2,0,3,5,1,4,2,0,0,0,73.0,180,1970-11-11,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,thompti01w,0,30,30,1102,579,74,0,2,2,68,29,4,8,12,7,1,0,10,5,20,11,5,4,5,3,0,74.0,178,1975-02-10,0000-00-00,,chancva99w,0,19,13,0,2,59.375
2,HOU,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,1058,426,509,251,425,95,2047,740,1883,362,504,152,456,297,685,982,452,561,248,433,120,1994,32,washico01w,0,32,32,1013,169,63,1,2,2,74,7,2,7,9,5,2,0,2,5,17,3,0,0,10,1,0,66.0,138,1971-01-17,0000-00-00,,chancva99w,0,19,13,0,2,59.375
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,arcaija01w,0,32,32,1116,364,49,0,3,3,119,39,2,9,11,4,5,1,5,11,35,15,8,7,7,2,0,71.0,147,1969-04-11,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,daleygr01w,0,23,4,185,63,15,0,1,0,7,2,2,0,2,0,0,0,1,0,2,0,2,2,0,0,0,66.0,147,1978-06-26,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,gibsoke01w,0,29,2,276,60,21,0,2,0,22,10,3,1,4,0,0,0,1,3,8,4,0,0,3,2,0,70.0,136,1976-11-10,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,henniso01w,2,23,10,521,44,42,0,3,3,48,0,1,3,4,4,1,0,2,2,9,0,0,0,2,0,0,67.0,143,1969-10-04,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,jacksta01w,0,5,1,69,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,179,1962-12-03,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,johnsti01w,0,32,32,815,201,67,0,3,3,51,8,2,7,9,1,0,6,4,8,9,4,0,0,0,0,0,76.0,240,1975-12-27,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,lassiam01w,1,6,0,46,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,160,1979-06-09,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,lewisty01w,0,17,1,145,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,152,1979-05-08,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,lobore01w,0,21,0,132,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,190,1973-10-06,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,snowmi01w,0,32,2,480,125,59,0,3,0,79,19,6,15,21,4,0,2,5,9,18,6,8,7,1,0,0,77.0,158,1980-03-20,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,swoopsh01w,0,32,32,1154,592,50,0,3,3,127,73,10,12,22,17,12,2,8,7,63,25,25,20,9,3,0,72.0,145,1971-03-25,0000-00-00,Defensive Player of the Year,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,swoopsh01w,0,32,32,1154,592,50,0,3,3,127,73,10,12,22,17,12,2,8,7,63,25,25,20,9,3,0,72.0,145,1971-03-25,0000-00-00,Most Valuable Player,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,thompti01w,0,29,29,1052,485,76,0,3,3,128,43,9,15,24,4,6,3,2,12,44,16,10,7,12,4,0,74.0,178,1975-02-10,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,washico01w,1,21,15,349,44,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,138,1971-01-17,0000-00-00,,chancva99w,0,24,8,1,2,75.0
3,HOU,HOU,WE,2,Y,L,,,Houston Comets,755,1778,453,585,109,332,299,702,1001,450,467,260,442,126,2072,705,1880,331,452,151,489,309,664,973,446,606,262,464,71,1892,32,williri01w,2,9,0,85,19,11,0,3,0,69,20,3,3,6,7,3,0,1,5,25,8,0,0,14,4,0,66.0,135,1976-01-14,0000-00-00,,chancva99w,0,24,8,1,2,75.0
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,arcaija01w,0,34,34,1136,390,64,0,3,3,107,37,6,8,14,3,8,0,7,5,31,12,13,12,5,1,0,71.0,147,1969-04-11,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,blueoc01w,0,16,0,37,4,3,0,1,0,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,73.0,163,1976-08-18,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,cantydo01w,0,32,4,648,172,62,0,3,0,48,11,7,4,11,5,1,0,3,7,9,3,8,5,0,0,0,69.0,162,1977-03-02,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,coopecy01w,0,4,4,144,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,150,1963-04-14,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,figgsuk01w,0,34,30,952,149,33,0,3,3,81,17,1,5,6,7,1,0,3,4,15,6,0,0,7,5,0,69.0,142,1977-03-31,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,gibsoke01w,0,26,0,209,38,14,0,2,0,18,4,0,1,1,0,0,0,0,1,5,2,0,0,2,0,0,70.0,136,1976-11-10,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,johnsti01w,0,22,3,359,77,33,0,3,0,31,0,2,4,6,0,2,0,1,4,6,0,0,0,0,0,0,76.0,240,1975-12-27,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,snowmi01w,0,34,34,1025,314,120,2,3,3,89,25,12,17,29,5,4,4,5,10,25,10,8,5,0,0,0,77.0,158,1980-03-20,0000-00-00,Most Improved Player,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,swoopsh01w,0,31,30,1084,484,48,0,3,3,110,56,2,17,19,13,4,2,5,8,46,20,16,15,10,1,0,72.0,145,1971-03-25,0000-00-00,Defensive Player of the Year,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,thompti01w,0,28,28,974,472,65,0,3,3,106,45,3,11,14,5,2,6,6,9,46,18,7,6,13,3,0,74.0,178,1975-02-10,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,udokamf01w,0,25,3,251,80,38,0,1,0,6,1,0,1,1,0,0,0,2,2,0,0,2,1,0,0,0,72.0,187,1976-06-16,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
4,HOU,HOU,WE,2,Y,L,,,Houston Comets,828,1916,473,600,115,344,266,764,1030,465,490,231,435,129,2244,824,2030,325,448,169,500,298,708,1006,516,634,227,430,122,2142,34,umoh-it01w,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,140,1977-02-21,0000-00-00,,chancva99w,0,20,14,1,2,58.82352941176471
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,berthlu01w,0,16,0,134,37,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,188,1978-03-31,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,blueoc01w,0,13,3,155,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,163,1976-08-18,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,cantydo01w,0,32,12,770,177,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,162,1977-03-02,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,grubigo01w,0,5,0,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,165,1972-08-20,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,hollake01w,0,27,21,703,177,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,129,1974-11-05,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,johnsla01w,0,6,0,36,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,150,1975-08-17,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,johnspo01w,0,19,0,157,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,165,1975-11-06,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,johnsti01w,0,33,11,660,142,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,240,1975-12-27,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,lambesh01w,0,34,25,788,197,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,125,1980-07-21,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,raglafe01w,0,34,10,517,118,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,133,1980-02-03,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,snowmi01w,0,31,31,893,276,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,158,1980-03-20,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,swoopsh01w,0,31,31,1070,459,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,145,1971-03-25,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
5,HOU,HOU,WE,6,N,,,,Houston Comets,798,1933,458,615,123,358,311,724,1035,451,555,242,466,107,2177,834,2008,391,531,152,434,335,720,1055,539,655,258,471,129,2211,34,thompti01w,0,26,26,943,520,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,178,1975-02-10,0000-00-00,,chancva99w,0,13,21,0,0,38.23529411764706
6,HOU,HOU,WE,3,Y,W,L,,Houston Comets,860,1920,527,690,62,205,276,684,960,467,581,246,409,105,2309,848,1944,419,559,148,423,274,687,961,541,685,197,481,111,2263,34,arcaija01w,0,34,34,1079,342,85,0,5,5,138,44,1,9,10,6,6,0,2,5,33,16,12,12,1,0,0,71.0,147,1969-04-11,0000-00-00,,chancva99w,0,19,15,2,3,55.88235294117647
6,HOU,HOU,WE,3,Y,W,L,,Houston Comets,860,1920,527,690,62,205,276,684,960,467,581,246,409,105,2309,848,1944,419,559,148,423,274,687,961,541,685,197,481,111,2263,34,brownki01w,2,4,0,18,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,70.0,134,1979-01-13,0000-00-00,,chancva99w,0,19,15,2,3,55.88235294117647
