year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_x,lost_x,GP_x,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,playerID,stint_x,GP_y,GS,minutes,points,PF,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,height,weight,birthDate,award_x,coachID,stint_y,won_y,lost_y,post_wins,post_losses,award_y
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,arcaija01w,0,32.0,32.0,1116.0,364.0,49.0,0.0,3.0,3.0,119.0,39.0,2.0,9.0,11.0,4.0,5.0,1.0,5.0,11.0,35.0,15.0,8.0,7.0,7.0,2.0,0.0,71.0,147.0,1969-04-11,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,daleygr01w,0,23.0,4.0,185.0,63.0,15.0,0.0,1.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,66.0,147.0,1978-06-26,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,gibsoke01w,0,29.0,2.0,276.0,60.0,21.0,0.0,2.0,0.0,22.0,10.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,0.0,0.0,3.0,2.0,0.0,70.0,136.0,1976-11-10,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,henniso01w,2,23.0,10.0,521.0,44.0,42.0,0.0,3.0,3.0,48.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,67.0,143.0,1969-10-04,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,jacksta01w,0,5.0,1.0,69.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,179.0,1962-12-03,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,johnsti01w,0,32.0,32.0,815.0,201.0,67.0,0.0,3.0,3.0,51.0,8.0,2.0,7.0,9.0,1.0,0.0,6.0,4.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,240.0,1975-12-27,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,lassiam01w,1,6.0,0.0,46.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,160.0,1979-06-09,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,lewisty01w,0,17.0,1.0,145.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,152.0,1979-05-08,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,lobore01w,0,21.0,0.0,132.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,190.0,1973-10-06,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,snowmi01w,0,32.0,2.0,480.0,125.0,59.0,0.0,3.0,0.0,79.0,19.0,6.0,15.0,21.0,4.0,0.0,2.0,5.0,9.0,18.0,6.0,8.0,7.0,1.0,0.0,0.0,77.0,158.0,1980-03-20,,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,swoopsh01w,0,32.0,32.0,1154.0,592.0,50.0,0.0,3.0,3.0,127.0,73.0,10.0,12.0,22.0,17.0,12.0,2.0,8.0,7.0,63.0,25.0,25.0,20.0,9.0,3.0,0.0,72.0,145.0,1971-03-25,Defensive Player of the Year,chancva99w,0,24.0,8.0,1.0,2.0,
3,HOU,HOU,WE,2.0,Y,L,N,N,Houston Comets,755.0,1778.0,453.0,585.0,109.0,332.0,299.0,702.0,1001.0,450.0,467.0,260.0,442.0,126.0,2072.0,705.0,1880.0,331.0,452.0,151.0,489.0,309.0,664.0,973.0,446.0,606.0,262.0,464.0,71.0,1892.0,24.0,8.0,32.0,14.0,2.0,10.0,6.0,16.0,5.0,6425.0,188648.0,Compaq Center,swoopsh01w,0,32.0,32.0,1154.0,592.0,50.0,0.0,3.0,3.0,127.0,73.0,10.0,12.0,22.0,17.0,12.0,2.0,8.0,7.0,63.0,25.0,25.0,20.0,9.0,3.0,0.0,72.0,145.0,1971-03-25,Most Valuable Player,chancva99w,0,24.0,8.0,1.0,2.0,
